STEMMING,tokenized_sents,polarity_score,polarity
budaya toxic masculinity kembang masyarakat patriark sebab tabu laki laki korban keras seksual https t co etdsuxanxi,"['budaya', 'toxic', 'masculinity', 'kembang', 'masyarakat', 'patriark', 'sebab', 'tabu', 'laki', 'laki', 'korban', 'keras', 'seksual', 'https', 't', 'co', 'etdsuxanxi']",0,1
tahu tidak catahu komnas perempuan 2023 5 831 keras perempuan adu 2022 38 persen keras seksual n ndata nunjukkin perempuan kelompok rentan korban keras seksual,"['tahu', 'tidak', 'catahu', 'komnas', 'perempuan', '2023', '5', '831', 'keras', 'perempuan', 'adu', '2022', '38', 'persen', 'keras', 'seksual', 'n', 'ndata', 'nunjukkin', 'perempuan', 'kelompok', 'rentan', 'korban', 'keras', 'seksual']",-19,-1
tuju narkotika korupsi damai kompolnas keras seksual selesai damai https t co giurtuiogz,"['tuju', 'narkotika', 'korupsi', 'damai', 'kompolnas', 'keras', 'seksual', 'selesai', 'damai', 'https', 't', 'co', 'giurtuiogz']",-7,-1
acara penandatanganan mou koordinasi pantau cegah tangan tindak pidana keras seksual komnasham komnas perempuan kpai official komnas disabilitas n n komnasperempuan mou uutpks,"['acara', 'penandatanganan', 'mou', 'koordinasi', 'pantau', 'cegah', 'tangan', 'tindak', 'pidana', 'keras', 'seksual', 'komnasham', 'komnas', 'perempuan', 'kpai', 'official', 'komnas', 'disabilitas', 'n', 'n', 'komnasperempuan', 'mou', 'uutpks']",4,1
rekomendasi polisi terap pasal pidana staycation langgar undang undang nomor 12 2022 tindak pidana keras seksual kerja ridwankamil nhttps t co by5lvd9fo6,"['rekomendasi', 'polisi', 'terap', 'pasal', 'pidana', 'staycation', 'langgar', 'undang', 'undang', 'nomor', '12', '2022', 'tindak', 'pidana', 'keras', 'seksual', 'kerja', 'ridwankamil', 'nhttps', 't', 'co', 'by5lvd9fo6']",0,1
inklusif sambung upaya cegah tanggulang keras seksual n nselengkapnya klik taut nhttps t co lg4rlo4ffj,"['inklusif', 'sambung', 'upaya', 'cegah', 'tanggulang', 'keras', 'seksual', 'n', 'nselengkapnya', 'klik', 'taut', 'nhttps', 't', 'co', 'lg4rlo4ffj']",-7,-1
kenang pilu rusuh mei 98 n tragedi trisakti 22 mei 98 n kejam keras seksual perempuan n langgar hak asasi manusia balik peristiwa 1998 nmenolak lupa n pelakukejahatan98 https t co 9ktpcudpbe,"['kenang', 'pilu', 'rusuh', 'mei', '98', 'n', 'tragedi', 'trisakti', '22', 'mei', '98', 'n', 'kejam', 'keras', 'seksual', 'perempuan', 'n', 'langgar', 'hak', 'asasi', 'manusia', 'balik', 'peristiwa', '1998', 'nmenolak', 'lupa', 'n', 'pelakukejahatan98', 'https', 't', 'co', '9ktpcudpbe']",-18,-1
lembaga nasional ham lnham jalin kerja pantau implementasi uu tpks n nkamis 11 mei 2023 selenggara acara ingat uu tindak pidana keras seksual inisiasi kemenpppa lembaga nasional ham salah satu komnas perempuan https t co sfxu9loybg,"['lembaga', 'nasional', 'ham', 'lnham', 'jalin', 'kerja', 'pantau', 'implementasi', 'uu', 'tpks', 'n', 'nkamis', '11', 'mei', '2023', 'selenggara', 'acara', 'ingat', 'uu', 'tindak', 'pidana', 'keras', 'seksual', 'inisiasi', 'kemenpppa', 'lembaga', 'nasional', 'ham', 'salah', 'satu', 'komnas', 'perempuan', 'https', 't', 'co', 'sfxu9loybg']",-8,-1
yuk bantu dukung korban keras seksual rang tindak perilaku leceh seksual challenge for indonesian women victims saynotopelecehanseksual aplikasi campaign forchange buka donasi rp20 000 n n pelecehanseksual https t co mfrplx4i1b,"['yuk', 'bantu', 'dukung', 'korban', 'keras', 'seksual', 'rang', 'tindak', 'perilaku', 'leceh', 'seksual', 'challenge', 'for', 'indonesian', 'women', 'victims', 'saynotopelecehanseksual', 'aplikasi', 'campaign', 'forchange', 'buka', 'donasi', 'rp20', '000', 'n', 'n', 'pelecehanseksual', 'https', 't', 'co', 'mfrplx4i1b']",-5,-1
keras seksual proses uu tpks kendala n n kabartrenggalek n nhttps t co 6ifthkpsja,"['keras', 'seksual', 'proses', 'uu', 'tpks', 'kendala', 'n', 'n', 'kabartrenggalek', 'n', 'nhttps', 't', 'co', '6ifthkpsja']",1,1
jenajennna joonfa612 tanyakanrl si cewek salah sih karena naif manut2 saja si cowonya tidak sangka kalau si cowok sampai perawan padahal sudah bilang jaga nbtw film angkat isu lindung perempuan dari leceh amp keras seksual,"['jenajennna', 'joonfa612', 'tanyakanrl', 'si', 'cewek', 'salah', 'sih', 'karena', 'naif', 'manut2', 'saja', 'si', 'cowonya', 'tidak', 'sangka', 'kalau', 'si', 'cowok', 'sampai', 'perawan', 'padahal', 'sudah', 'bilang', 'jaga', 'nbtw', 'film', 'angkat', 'isu', 'lindung', 'perempuan', 'dari', 'leceh', 'amp', 'keras', 'seksual']",-20,-1
tuju sepakat pedoman selenggara koordinasi pantau cegah tangan korban tindak pidana keras seksual tuju efektivitas laksana uu tpks n n mou uutpks,"['tuju', 'sepakat', 'pedoman', 'selenggara', 'koordinasi', 'pantau', 'cegah', 'tangan', 'korban', 'tindak', 'pidana', 'keras', 'seksual', 'tuju', 'efektivitas', 'laksana', 'uu', 'tpks', 'n', 'n', 'mou', 'uutpks']",5,1
2 bahaya keras seksual nnonton pornografi kejam bd m bikin risiko keras seksual paham tidak benar sakit orang hormat batas orang,"['2', 'bahaya', 'keras', 'seksual', 'nnonton', 'pornografi', 'kejam', 'bd', 'm', 'bikin', 'risiko', 'keras', 'seksual', 'paham', 'tidak', 'benar', 'sakit', 'orang', 'hormat', 'batas', 'orang']",-27,-1
suka capai orang orang nyalahin korban keras seksual https t co aqt1sxrlkm,"['suka', 'capai', 'orang', 'orang', 'nyalahin', 'korban', 'keras', 'seksual', 'https', 't', 'co', 'aqt1sxrlkm']",-7,-1
rekomendasi polisi terap pasal pidana staycation langgar undang undang nomor 12 2022 tindak pidana keras seksual kerja ridwankamil nhttps t co 33dpzci0yt,"['rekomendasi', 'polisi', 'terap', 'pasal', 'pidana', 'staycation', 'langgar', 'undang', 'undang', 'nomor', '12', '2022', 'tindak', 'pidana', 'keras', 'seksual', 'kerja', 'ridwankamil', 'nhttps', 't', 'co', '33dpzci0yt']",0,1
rekomendasi polisi terap pasal pidana staycation langgar undang undang nomor 12 2022 tindak pidana keras seksual kerja ridwankamil nhttps t co kt1h8qokoy,"['rekomendasi', 'polisi', 'terap', 'pasal', 'pidana', 'staycation', 'langgar', 'undang', 'undang', 'nomor', '12', '2022', 'tindak', 'pidana', 'keras', 'seksual', 'kerja', 'ridwankamil', 'nhttps', 't', 'co', 'kt1h8qokoy']",0,1
shinosukentokun baebeisunshine tanyakanrl sistem didik untuk students manajemen juga lebih ketat kepada staffs n teachers asylum korban keras or seksual unwanted pragnancy sekolah terus damping biar tetap sehat amp teached them bukan kek indo keluarin,"['shinosukentokun', 'baebeisunshine', 'tanyakanrl', 'sistem', 'didik', 'untuk', 'students', 'manajemen', 'juga', 'lebih', 'ketat', 'kepada', 'staffs', 'n', 'teachers', 'asylum', 'korban', 'keras', 'or', 'seksual', 'unwanted', 'pragnancy', 'sekolah', 'terus', 'damping', 'biar', 'tetap', 'sehat', 'amp', 'teached', 'them', 'bukan', 'kek', 'indo', 'keluarin']",-6,-1
keras seksual loh,"['keras', 'seksual', 'loh']",0,1
sintas keras leceh seksual titik pikir salah n nhttps t co ejvmilr6x2 https t co mbl3sn2qew,"['sintas', 'keras', 'leceh', 'seksual', 'titik', 'pikir', 'salah', 'n', 'nhttps', 't', 'co', 'ejvmilr6x2', 'https', 't', 'co', 'mbl3sn2qew']",-13,-1
perempuan kerja rawan keras seksual bincang sudut pandang 12 05 https t co ywzg4eet83 via youtube,"['perempuan', 'kerja', 'rawan', 'keras', 'seksual', 'bincang', 'sudut', 'pandang', '12', '05', 'https', 't', 'co', 'ywzg4eet83', 'via', 'youtube']",-2,-1
tahun sah uu tpks maju ham tahu publik keras seksual https t co 3bdmdrgzq3,"['tahun', 'sah', 'uu', 'tpks', 'maju', 'ham', 'tahu', 'publik', 'keras', 'seksual', 'https', 't', 'co', '3bdmdrgzq3']",0,1
tahun sah uu tpks maju ham tahu publik keras seksual https t co aznlm2kk9d https t co 3bpj8j2d4g,"['tahun', 'sah', 'uu', 'tpks', 'maju', 'ham', 'tahu', 'publik', 'keras', 'seksual', 'https', 't', 'co', 'aznlm2kk9d', 'https', 't', 'co', '3bpj8j2d4g']",0,1
kawananraja mabrurlbanuna pma no 73 pasal atur tata lapor keras seksual sila lihat instagram n nhttps t co oalph3qsqd,"['kawananraja', 'mabrurlbanuna', 'pma', 'no', '73', 'pasal', 'atur', 'tata', 'lapor', 'keras', 'seksual', 'sila', 'lihat', 'instagram', 'n', 'nhttps', 't', 'co', 'oalph3qsqd']",-1,-1
sesuai judul pma atur tangan cegah keras seksual satu didik menteri agama pesantren madrasah sekolah minggu sekolah alkitab pasraman cont,"['sesuai', 'judul', 'pma', 'atur', 'tangan', 'cegah', 'keras', 'seksual', 'satu', 'didik', 'menteri', 'agama', 'pesantren', 'madrasah', 'sekolah', 'minggu', 'sekolah', 'alkitab', 'pasraman', 'cont']",11,1
dewan masyaikh milik peran esensial cegah keras seksual kemenag dorong pesantren bentuk dewan masyaikh,"['dewan', 'masyaikh', 'milik', 'peran', 'esensial', 'cegah', 'keras', 'seksual', 'kemenag', 'dorong', 'pesantren', 'bentuk', 'dewan', 'masyaikh']",-5,-1
tahun sah uu tpks maju ham tahu publik keras seksual beritaindo https t co 2tymrerrjp,"['tahun', 'sah', 'uu', 'tpks', 'maju', 'ham', 'tahu', 'publik', 'keras', 'seksual', 'beritaindo', 'https', 't', 'co', '2tymrerrjp']",0,1
lengkap lengkap lengkap duga keras seksual bechi santriwati n nsetelah tahun sampai 3x ganti kapolda ketangkep https t co rdkptes1d3 news,"['lengkap', 'lengkap', 'lengkap', 'duga', 'keras', 'seksual', 'bechi', 'santriwati', 'n', 'nsetelah', 'tahun', 'sampai', '3x', 'ganti', 'kapolda', 'ketangkep', 'https', 't', 'co', 'rdkptes1d3', 'news']",-3,-1
tanyakanrl so baik putusin leceh keras seksual akumulatif terung tingkat tambah dibiarin ya nder,"['tanyakanrl', 'so', 'baik', 'putusin', 'leceh', 'keras', 'seksual', 'akumulatif', 'terung', 'tingkat', 'tambah', 'dibiarin', 'ya', 'nder']",1,1
bukti keras seksual adw sanksi jatuh sanksi pidana sanksi administratif nsanksi pidana jatuh sesuai tentu undang undang nsanksi administratif cabut izin operasi henti bantu cont,"['bukti', 'keras', 'seksual', 'adw', 'sanksi', 'jatuh', 'sanksi', 'pidana', 'sanksi', 'administratif', 'nsanksi', 'pidana', 'jatuh', 'sesuai', 'tentu', 'undang', 'undang', 'nsanksi', 'administratif', 'cabut', 'izin', 'operasi', 'henti', 'bantu', 'cont']",-16,-1
waah maaf nimbrung keras seksual satu didik resah oktober kemenag keluar pma no 73 2022 cegah tangan keras seksual satu didik menteri agama,"['waah', 'maaf', 'nimbrung', 'keras', 'seksual', 'satu', 'didik', 'resah', 'oktober', 'kemenag', 'keluar', 'pma', 'no', '73', '2022', 'cegah', 'tangan', 'keras', 'seksual', 'satu', 'didik', 'menteri', 'agama']",-7,-1
kuasabu2 ilhampurnama887 memang keras seksual bau agama anyep begitu n ngw yang kristen saja tidak apa loh gara2 pesantren seminari kuil buddha juga usut tidak keras seksual dan lain kayak wenang taqut begitu,"['kuasabu2', 'ilhampurnama887', 'memang', 'keras', 'seksual', 'bau', 'agama', 'anyep', 'begitu', 'n', 'ngw', 'yang', 'kristen', 'saja', 'tidak', 'apa', 'loh', 'gara2', 'pesantren', 'seminari', 'kuil', 'buddha', 'juga', 'usut', 'tidak', 'keras', 'seksual', 'dan', 'lain', 'kayak', 'wenang', 'taqut', 'begitu']",-33,-1
bphn asuh edukasi cegah keras seksual ajar smpn 2 desa batu belah kabupaten pulau anambas https t co jenckj9lxf,"['bphn', 'asuh', 'edukasi', 'cegah', 'keras', 'seksual', 'ajar', 'smpn', '2', 'desa', 'batu', 'belah', 'kabupaten', 'pulau', 'anambas', 'https', 't', 'co', 'jenckj9lxf']",-6,-1
jaring perempuan pesisir sulawesi tenggara jppst kecam tuntut ringan laku keras seksual prof b n nhttps t co aco19ukkmi,"['jaring', 'perempuan', 'pesisir', 'sulawesi', 'tenggara', 'jppst', 'kecam', 'tuntut', 'ringan', 'laku', 'keras', 'seksual', 'prof', 'b', 'n', 'nhttps', 't', 'co', 'aco19ukkmi']",1,1
sobatkaen keras seksual tentang nilai tuhan manusia ganggu aman tenteram masyarakat negara hadir sedia atur undang undang n nyuk ajar uu tpks thread https t co yluw6psylv,"['sobatkaen', 'keras', 'seksual', 'tentang', 'nilai', 'tuhan', 'manusia', 'ganggu', 'aman', 'tenteram', 'masyarakat', 'negara', 'hadir', 'sedia', 'atur', 'undang', 'undang', 'n', 'nyuk', 'ajar', 'uu', 'tpks', 'thread', 'https', 't', 'co', 'yluw6psylv']",9,1
elit ormas mkgr paksa buruh bekas staycation bentuk keras seksual perempuan https t co mbv8trr6mb,"['elit', 'ormas', 'mkgr', 'paksa', 'buruh', 'bekas', 'staycation', 'bentuk', 'keras', 'seksual', 'perempuan', 'https', 't', 'co', 'mbv8trr6mb']",1,1
dinas daya perempuan lindung anak dp3a kabupaten bekas unit laksana teknis daerah lindung perempuan anak uptd ppa asesmen psikologis perempuan inisial ad korban keras seksual kerja n dp3a kab bekas https t co uireqc84ea,"['dinas', 'daya', 'perempuan', 'lindung', 'anak', 'dp3a', 'kabupaten', 'bekas', 'unit', 'laksana', 'teknis', 'daerah', 'lindung', 'perempuan', 'anak', 'uptd', 'ppa', 'asesmen', 'psikologis', 'perempuan', 'inisial', 'ad', 'korban', 'keras', 'seksual', 'kerja', 'n', 'dp3a', 'kab', 'bekas', 'https', 't', 'co', 'uireqc84ea']",2,1
pemkab bekas tolerir tindak keras kerja perempuan dorong usaha pedoman lindung kerja buruh keras seksual kerja n nyuk simak infografisnya https t co jjucfjpnhj,"['pemkab', 'bekas', 'tolerir', 'tindak', 'keras', 'kerja', 'perempuan', 'dorong', 'usaha', 'pedoman', 'lindung', 'kerja', 'buruh', 'keras', 'seksual', 'kerja', 'n', 'nyuk', 'simak', 'infografisnya', 'https', 't', 'co', 'jjucfjpnhj']",0,1
anak sandang disabiltas korban keras seksual laku n n dkijakarta n kpai official n yayasanpulih n n ruangkota n n https t co pryrxfmr7r,"['anak', 'sandang', 'disabiltas', 'korban', 'keras', 'seksual', 'laku', 'n', 'n', 'dkijakarta', 'n', 'kpai', 'official', 'n', 'yayasanpulih', 'n', 'n', 'ruangkota', 'n', 'n', 'https', 't', 'co', 'pryrxfmr7r']",-4,-1
erasmus70 andyhuskyyy erasmus70 agh korban keras seksual hak hak acu uu tpks undang undang tindak pidana keras seksual nhttps t co puakulsnuq,"['erasmus70', 'andyhuskyyy', 'erasmus70', 'agh', 'korban', 'keras', 'seksual', 'hak', 'hak', 'acu', 'uu', 'tpks', 'undang', 'undang', 'tindak', 'pidana', 'keras', 'seksual', 'nhttps', 't', 'co', 'puakulsnuq']",-4,-1
keras jahat seksual peta home https t co qsamheau5e,"['keras', 'jahat', 'seksual', 'peta', 'home', 'https', 't', 'co', 'qsamheau5e']",-4,-1
orang hak lindung keras hak bebas siksa laku rendah martabat manusia jamin uud 1945 n nada 9 tindak pidana keras seksual atur uu tpks coba cek infografis bawah yaa https t co xax3ledt3r,"['orang', 'hak', 'lindung', 'keras', 'hak', 'bebas', 'siksa', 'laku', 'rendah', 'martabat', 'manusia', 'jamin', 'uud', '1945', 'n', 'nada', '9', 'tindak', 'pidana', 'keras', 'seksual', 'atur', 'uu', 'tpks', 'coba', 'cek', 'infografis', 'bawah', 'yaa', 'https', 't', 'co', 'xax3ledt3r']",-8,-1
univesitas islam negeri raden intan lampung uin ril menyelenggaran giat damping tanggulang keras seksual guru kamis 11 mei 2023 n nhttps t co xuypu14yc9,"['univesitas', 'islam', 'negeri', 'raden', 'intan', 'lampung', 'uin', 'ril', 'menyelenggaran', 'giat', 'damping', 'tanggulang', 'keras', 'seksual', 'guru', 'kamis', '11', 'mei', '2023', 'n', 'nhttps', 't', 'co', 'xuypu14yc9']",13,1
bro mabrurlbanuna kasih data regulasi ponpes untuk jamin selamat aman santri yang tuntut ilmu ponpes natau yang wenang,"['bro', 'mabrurlbanuna', 'kasih', 'data', 'regulasi', 'ponpes', 'untuk', 'jamin', 'selamat', 'aman', 'santri', 'yang', 'tuntut', 'ilmu', 'ponpes', 'natau', 'yang', 'wenang']",-11,-1
keras seksual berita rasa bas gender online keras pacar alami tingkat tahun n ndari tidak sih alami rasa pacar sharing private yah,"['keras', 'seksual', 'berita', 'rasa', 'bas', 'gender', 'online', 'keras', 'pacar', 'alami', 'tingkat', 'tahun', 'n', 'ndari', 'tidak', 'sih', 'alami', 'rasa', 'pacar', 'sharing', 'private', 'yah']",-17,-1
kelelalay ieu anjir korban keras seksual mah,"['kelelalay', 'ieu', 'anjir', 'korban', 'keras', 'seksual', 'mah']",-6,-1
calo ticket tidak baca omel twitter baik beli cod gebukin ramai ramai keras kali kayak tidak apa,"['calo', 'ticket', 'tidak', 'baca', 'omel', 'twitter', 'baik', 'beli', 'cod', 'gebukin', 'ramai', 'ramai', 'keras', 'kali', 'kayak', 'tidak', 'apa']",-17,-1
bjir saya praktik pai mode urus jenazah npake bagi storynya si mayit nkorban keras suporter n,"['bjir', 'saya', 'praktik', 'pai', 'mode', 'urus', 'jenazah', 'npake', 'bagi', 'storynya', 'si', 'mayit', 'nkorban', 'keras', 'suporter', 'n']",-10,-1
drc ledak keras kamp ungsi kivu utara https t co dsvsbab6yi perempuan laporkanafrika afrika jahat drc,"['drc', 'ledak', 'keras', 'kamp', 'ungsi', 'kivu', 'utara', 'https', 't', 'co', 'dsvsbab6yi', 'perempuan', 'laporkanafrika', 'afrika', 'jahat', 'drc']",-8,-1
hidup cermin dengan benci pantul keras dengan kasih sayang pantul lembut n npagi all,"['hidup', 'cermin', 'dengan', 'benci', 'pantul', 'keras', 'dengan', 'kasih', 'sayang', 'pantul', 'lembut', 'n', 'npagi', 'all']",1,1
titip lihat kakel snder dapat tugas praktik nikah niat bngett mirip rilll sangat nikah wow https t co hancwio8ql,"['titip', 'lihat', 'kakel', 'snder', 'dapat', 'tugas', 'praktik', 'nikah', 'niat', 'bngett', 'mirip', 'rilll', 'sangat', 'nikah', 'wow', 'https', 't', 'co', 'hancwio8ql']",-3,-1
anak anak kalau casenya saya tuju memang tidak nunjukin kalau tengkar ngelakuin keras ana kalau casenya anak sudah gede,"['anak', 'anak', 'kalau', 'casenya', 'saya', 'tuju', 'memang', 'tidak', 'nunjukin', 'kalau', 'tengkar', 'ngelakuin', 'keras', 'ana', 'kalau', 'casenya', 'anak', 'sudah', 'gede']",-14,-1
hidup penuh keras hati bawa dalam hidup sejahtera,"['hidup', 'penuh', 'keras', 'hati', 'bawa', 'dalam', 'hidup', 'sejahtera']",-3,-1
pes00gihan ridwanibnuhasan projectm org indikasi keras seksual ganggu jiwa kondisi janin yang masalah jujur sepakat yang buat2 sembarang tidak tuju sistem pasang yang sedia rawat janin sebut lahir negara peran,"['pes00gihan', 'ridwanibnuhasan', 'projectm', 'org', 'indikasi', 'keras', 'seksual', 'ganggu', 'jiwa', 'kondisi', 'janin', 'yang', 'masalah', 'jujur', 'sepakat', 'yang', 'buat2', 'sembarang', 'tidak', 'tuju', 'sistem', 'pasang', 'yang', 'sedia', 'rawat', 'janin', 'sebut', 'lahir', 'negara', 'peran']",-21,-1
perempuan yang tumbuh dewasa keras daddyissues,"['perempuan', 'yang', 'tumbuh', 'dewasa', 'keras', 'daddyissues']",-3,-1
terus kakak saya analis sih gara2 bapakkya keras sangat si anak ntapi sih ya kalau dik keras ye ibuk saya keras sangat keras saya kakak lurus2 saja tidak aneh2 ninget omong ortunya anna inventing anna sih,"['terus', 'kakak', 'saya', 'analis', 'sih', 'gara2', 'bapakkya', 'keras', 'sangat', 'si', 'anak', 'ntapi', 'sih', 'ya', 'kalau', 'dik', 'keras', 'ye', 'ibuk', 'saya', 'keras', 'sangat', 'keras', 'saya', 'kakak', 'lurus2', 'saja', 'tidak', 'aneh2', 'ninget', 'omong', 'ortunya', 'anna', 'inventing', 'anna', 'sih']",-26,-1
suami istri cerai cba pikirin anak2nya cuma karena ego digedein anak2 yang bingung ibu pisah tidak tahu enak kali ya lihat bgtuan,"['suami', 'istri', 'cerai', 'cba', 'pikirin', 'anak2nya', 'cuma', 'karena', 'ego', 'digedein', 'anak2', 'yang', 'bingung', 'ibu', 'pisah', 'tidak', 'tahu', 'enak', 'kali', 'ya', 'lihat', 'bgtuan']",-22,-1
feminisme gera sadar ubah diskriminasi keras eksploitasi amp tindas alami perempuan feminisme islam gera sadar capai tara adil perempuan yang landas nilai nilai islam https t co wbloeldivs,"['feminisme', 'gera', 'sadar', 'ubah', 'diskriminasi', 'keras', 'eksploitasi', 'amp', 'tindas', 'alami', 'perempuan', 'feminisme', 'islam', 'gera', 'sadar', 'capai', 'tara', 'adil', 'perempuan', 'yang', 'landas', 'nilai', 'nilai', 'islam', 'https', 't', 'co', 'wbloeldivs']",9,1
hdp batas kuat kelas adil proletariat keras borjua guling,"['hdp', 'batas', 'kuat', 'kelas', 'adil', 'proletariat', 'keras', 'borjua', 'guling']",-6,-1
detikcom enak sekali kenapa tidak kena pasal aniaya dengan keras,"['detikcom', 'enak', 'sekali', 'kenapa', 'tidak', 'kena', 'pasal', 'aniaya', 'dengan', 'keras']",-16,-1
keras n ntapi kalau tidak keras,"['keras', 'n', 'ntapi', 'kalau', 'tidak', 'keras']",-6,-1
